User_ID,Profile_ID,Profile_Type,Age_Group,Gender,Country,Region,City,Language,Interface_Language,Subscription_Plan,Monthly_Fee_USD,Signup_Date,Last_Payment_Date,Payment_Method,Account_Age_Days,Is_Free_Trial,Trial_Converted,Profiles_Count,Simultaneous_Streams_Allowed,Content_ID,Title,Content_Type,Genre,Original_Language,Content_Origin,Release_Year,Age_Rating,Season_Count,Episode_Count,Watch_Date,Day_of_Week,Watch_Start_Hour,Watch_Duration_Min,Content_Duration_Min,Completion_Rate_Pct,Watch_Status,Rewatched,Subtitles_Used,Audio_Language,Rating_Given,Thumbs_Up_Count,Thumbs_Down_Count,Added_To_Watchlist,Shared_Content,Downloaded_Offline,Notification_Pref,Autoplay_Enabled,Skip_Intro_Used,Skip_Recap_Used,Device_Type,Platform,Stream_Quality,Audio_Quality,Buffering_Events,Avg_Bitrate_Mbps,Data_Used_GB,Connection_Type,HDR_Enabled,Dolby_Enabled,Director,Lead_Actor,Content_Mood,IMDB_Rating,Rotten_Tomatoes_Score,Netflix_Score,Global_Rank,Country_Rank,Views_First_Week_M,Total_Views_M,Segment,Churn_Risk,Satisfaction,NPS_Score,Days_Since_Last_Watch,Avg_Weekly_Watch_Hours,Monthly_Sessions,Content_Explored_Count,Search_Count,Recommendation_Clicked,Revenue_USD,Discount_Applied,Discount_Amount_USD,Ad_Revenue_USD,Affiliate_Revenue_USD,LTV_USD,Cost_To_Serve_USD,Gross_Margin_USD,Refund_Issued,Refund_Amount_USD,Referral_Source,Campaign_ID,Promo_Code_Used,Promo_Code,Cancel_Reason,Reactivated,Reactivation_Date,Support_Tickets,Avg_Resolution_Hours,Fiscal_Quarter
USR759726,PRF863611,Kids,18-24,Male,India,North America,Los Angeles,Italian,Portuguese,Basic,2.4,2018-11-01,2024-08-03,Credit Card,2102,No,Yes,4,1,CNT365617,Sacred Games,Talk Show,Drama,Japanese,Licensed,2016,U/A 13+,1,1,2023-05-30,Tuesday,1,55,88,62.5,In Progress,Yes,Sometimes,English,1.3,442,85,Yes,Yes,Yes,None,No,No,Yes,Mobile,webOS,Dolby Vision,Stereo,3,9.93,1.14,3G,Yes,Yes,Shonda Rhimes,Lily Collins,Funny,7.1,52,76,98,1,19.2,154.2,Re-Activated,Medium,Neutral,97,2,10.3,32,24,43,No,0.71,Yes,3.82,0.07,0.46,132.0,0.73,-0.02,Yes,1.66,Email Campaign,CMP755498,No,None,Content Not Interesting,No,Not Applicable,0,3.3,FY2023-Q2
USR100754,PRF913608,Teen,13-17,Prefer Not to Say,France,South Asia,Delhi,Spanish,English,Basic,2.4,2020-06-21,2024-04-29,Gift Card,1408,No,Yes,5,1,CNT998450,Marriage Story,Anime,Sci-Fi,Korean,Licensed,2015,A,6,54,2024-01-02,Tuesday,23,21,54,38.9,In Progress,Yes,Sometimes,Hindi,4.6,337,68,No,Yes,No,None,Yes,No,No,Tablet,Windows,480p,Stereo,2,13.82,0.6,Broadband,Yes,Yes,David Fincher,Jenna Ortega,Feel Good,7.2,68,95,76,35,104.9,326.6,Casual Viewer,Low,Dissatisfied,-51,3,1.8,42,100,42,No,0.36,No,0,0.55,0.83,98.4,0.9,-0.54,Yes,1.63,Partner Deal,CMP754280,No,None,Technical Issues,No,Not Applicable,5,28.5,FY2024-Q1
USR797557,PRF547820,Adult,45-54,Male,UK,North America,Toronto,Spanish,Japanese,Basic,2.4,2022-05-09,2024-09-08,Debit Card,853,Yes,No,1,1,CNT676680,Sacred Games,Reality Show,Romance,English,Licensed,2024,A,1,1,2023-09-30,Saturday,16,28,30,93.3,In Progress,No,Never,Spanish,1.3,273,76,No,No,No,None,No,No,No,Desktop,Roku,1080p,Dolby Atmos,6,5.14,0.3,4G,Yes,No,Jenji Kohan,Jitendra Kumar,Thought-Provoking,6.4,100,73,133,7,16.1,55.8,Binge Watcher,Very High,Dissatisfied,1,0,29.2,19,153,1,Yes,0.47,Yes,3.07,1.9,0.56,98.4,1.54,-1.07,Yes,2.07,Google Search,CMP106887,No,None,Not Applicable,No,Not Applicable,2,47.3,FY2023-Q3
USR536754,PRF226395,Adult,55+,Female,USA,Europe,Berlin,Tamil,English,Mobile,1.8,2015-06-04,2024-08-23,PayPal,3368,No,Yes,2,1,CNT915182,The Crown,Stand-Up,Romance,Tamil,Co-Production,2018,U/A 16+,1,1,2023-08-27,Sunday,8,16,96,16.7,Dropped,Yes,Sometimes,Italian,3.3,21,40,Yes,No,Yes,All,Yes,No,No,Gaming Console,iOS,720p,Surround 5.1,9,20.58,0.69,5G,No,Yes,David Fincher,Phoebe Dynevor,Dark,7.6,53,64,186,21,119.1,353.7,Power User,Low,Very Dissatisfied,2,8,3.9,33,112,49,Yes,0.18,No,0,0.07,0.81,54.0,0.7,-0.52,Yes,1.74,Email Campaign,CMP241422,No,None,Technical Issues,No,Not Applicable,3,27.1,FY2023-Q3
USR594078,PRF123853,Adult,18-24,Non-Binary,Mexico,Latin America,Bogotá,Korean,Korean,Basic,2.4,2015-10-21,2024-05-16,Gift Card,3130,No,Yes,3,1,CNT322167,Extraction,Series,Comedy,Portuguese,Netflix Original,2021,A,3,24,2023-07-15,Saturday,10,81,108,75.0,In Progress,No,Never,German,3.6,318,93,Yes,Yes,No,None,Yes,No,Yes,Smart TV,webOS,720p,Dolby Atmos,3,5.39,0.91,Broadband,No,Yes,Reed Hastings,Henry Cavill,Feel Good,8.5,50,82,158,29,93.9,492.4,New User,Very High,Neutral,69,27,36.6,24,28,1,No,0.39,Yes,1.01,0.11,0.95,36.0,2.67,-2.28,No,0,Email Campaign,CMP780956,Yes,NF5999,Technical Issues,Yes,2023-12-18,3,11.5,FY2023-Q3
USR788842,PRF243928,Adult,25-34,Male,India,Latin America,Lima,Portuguese,Portuguese,Basic,2.4,2017-03-25,2024-09-13,PayPal,2729,No,Yes,5,1,CNT742198,You,Movie,Drama,Korean,Co-Production,2023,U/A 7+,1,1,2023-11-09,Thursday,10,105,145,72.4,In Progress,No,Always,Tamil,4.0,78,54,No,No,No,None,Yes,Yes,Yes,Gaming Console,Tizen,720p,Surround 5.1,8,7.26,1.59,Fiber,Yes,No,David Fincher,Henry Cavill,Intense,5.1,83,82,91,41,46.0,458.4,Binge Watcher,Low,Very Dissatisfied,36,30,28.9,12,82,9,Yes,0.22,No,0,1.76,0.89,139.2,2.98,-2.76,No,0,Email Campaign,CMP434168,No,None,Technical Issues,Yes,2023-06-05,3,46.2,FY2023-Q4
USR747033,PRF613742,Adult,18-24,Non-Binary,Spain,Asia Pacific,Singapore,German,Hindi,Basic,2.4,2017-01-26,2024-01-14,Net Banking,2544,No,Yes,5,1,CNT524533,Mindhunter,Documentary,Crime,Korean,Netflix Original,2018,A,1,1,2024-12-04,Wednesday,0,15,111,13.5,Dropped,No,Never,Japanese,3.8,201,78,Yes,Yes,No,Recommendations Only,Yes,Yes,No,Desktop,Android,Dolby Vision,Surround 5.1,6,12.54,0.39,Broadband,Yes,Yes,Martin Scorsese,Louis Hofmann,Romantic,7.1,72,98,121,46,97.8,299.6,Binge Watcher,High,Dissatisfied,-58,13,12.1,59,14,44,Yes,0.26,Yes,1.52,0.82,0.97,55.2,2.88,-2.62,Yes,2.04,App Store,CMP970206,Yes,NF3901,Technical Issues,Yes,2023-07-29,5,22.0,FY2024-Q4
USR424553,PRF865630,Adult,18-24,Prefer Not to Say,India,South Asia,Dhaka,French,Korean,Premium,7.82,2019-08-21,2024-06-14,Debit Card,1759,No,Yes,1,4,CNT223264,Bridgerton,Talk Show,Crime,Korean,Netflix Original,2022,U/A 7+,1,1,2023-04-03,Monday,8,93,102,91.2,In Progress,Yes,Never,French,3.6,6,58,No,No,Yes,None,No,Yes,Yes,Gaming Console,Fire TV,4K HDR,Surround 5.1,1,13.33,2.58,3G,Yes,Yes,Alfonso Cuarón,Jitendra Kumar,Thought-Provoking,8.2,50,67,24,8,106.2,731.7,Churned,Medium,Very Satisfied,-53,4,2.7,23,10,9,Yes,1.29,Yes,2.2,0.76,0.77,211.14,1.91,-0.62,Yes,2.11,TV Ad,CMP706174,Yes,NF7874,Found Alternative,Yes,2023-07-03,4,14.7,FY2023-Q2
USR650912,PRF703080,Adult,35-44,Non-Binary,India,North America,New York,Spanish,Portuguese,Standard,6.01,2021-11-08,2024-12-04,Gift Card,1122,Yes,No,5,2,CNT620509,Sacred Games,Movie,Comedy,French,Co-Production,2020,U/A 16+,1,1,2024-01-13,Saturday,12,32,37,86.5,In Progress,No,Always,Tamil,4.4,119,90,No,Yes,Yes,All,Yes,No,Yes,Desktop,Tizen,Dolby Vision,Surround 5.1,6,13.35,0.89,3G,Yes,No,Bela Bajaria,Omar Sy,Light-Hearted,5.3,70,68,32,45,129.1,554.9,New User,Medium,Neutral,-35,25,3.2,20,130,35,No,1.4,Yes,0.99,1.46,0.63,66.11,1.71,-0.31,No,0,Email Campaign,CMP106429,No,None,Found Alternative,No,Not Applicable,0,33.1,FY2024-Q1
USR660226,PRF983326,Adult,45-54,Female,Mexico,Asia Pacific,Singapore,Tamil,Portuguese,Basic,2.4,2018-09-15,2024-06-22,Net Banking,2107,No,Yes,4,1,CNT296481,Marriage Story,Movie,Thriller,German,Co-Production,2017,U,1,1,2024-10-04,Friday,14,90,157,57.3,In Progress,No,Never,Japanese,2.8,363,4,No,No,Yes,Recommendations Only,Yes,No,No,Laptop,Tizen,Dolby Vision,Surround 5.1,8,13.63,2.56,4G,Yes,No,Shonda Rhimes,Pankaj Tripathi,Light-Hearted,8.7,99,63,134,20,85.2,619.0,New User,Very High,Very Dissatisfied,-94,25,19.6,33,40,12,No,0.3,No,0,1.6,0.89,67.2,0.67,-0.37,Yes,1.39,App Store,CMP868020,No,None,Not Applicable,Yes,2023-12-14,4,15.2,FY2024-Q4
USR467335,PRF676051,Adult,45-54,Non-Binary,India,Asia Pacific,Seoul,French,Hindi,Basic,2.4,2023-02-15,2024-01-19,PayPal,338,No,Yes,4,1,CNT943058,Red Notice,Series,Drama,French,Licensed,2015,A,6,72,2024-08-31,Saturday,2,64,105,61.0,In Progress,Yes,Always,Hindi,4.6,159,78,No,No,Yes,All,Yes,No,Yes,Smart TV,Roku,480p,Stereo,3,8.36,1.11,3G,No,Yes,Marta Kauffman,Jitendra Kumar,Funny,5.5,89,79,6,37,114.0,790.0,Churned,High,Neutral,-15,26,8.3,49,172,34,Yes,0.29,No,0,1.06,0.77,115.2,0.79,-0.5,Yes,1.22,Email Campaign,CMP901561,Yes,NF4384,Temporary Pause,Yes,2023-01-16,3,27.5,FY2024-Q3
USR457264,PRF318353,Shared,35-44,Prefer Not to Say,India,North America,Chicago,Portuguese,Portuguese,Premium,7.82,2017-08-07,2024-04-24,UPI,2452,Yes,No,3,4,CNT670977,Mirzapur,Mini-Series,Romance,Japanese,Co-Production,2022,U/A 7+,4,24,2023-03-08,Wednesday,15,27,48,56.2,In Progress,Yes,Never,Hindi,2.9,378,91,No,Yes,No,Recommendations Only,Yes,No,Yes,Laptop,Roku,480p,Dolby Atmos,1,8.48,0.48,WiFi,No,No,Reed Hastings,Henry Cavill,Feel Good,8.8,58,82,155,37,20.0,47.5,New User,Medium,Satisfied,48,28,30.3,52,1,48,Yes,1.74,No,0,1.07,0.4,250.24,1.1,0.64,Yes,4.74,TV Ad,CMP256464,No,None,Too Expensive,No,Not Applicable,3,25.7,FY2023-Q1
USR503277,PRF984293,Shared,35-44,Non-Binary,Mexico,Latin America,Lima,Portuguese,Hindi,Standard,6.01,2021-05-24,2024-12-13,UPI,1299,No,Yes,4,2,CNT802615,Red Notice,Anime,Comedy,Tamil,Netflix Original,2015,U/A 7+,5,50,2024-02-18,Sunday,4,12,95,12.6,Dropped,Yes,Always,English,2.5,73,92,No,No,Yes,All,Yes,No,No,Desktop,Roku,Dolby Vision,Stereo,4,21.71,0.54,3G,No,No,Scott Stuber,Phoebe Dynevor,Light-Hearted,7.5,43,60,181,36,123.3,561.5,Casual Viewer,Very High,Very Dissatisfied,-99,18,20.2,47,61,45,No,0.79,No,0,1.25,0.71,186.31,1.45,-0.66,Yes,4.32,App Store,CMP672696,Yes,NF4083,Temporary Pause,No,Not Applicable,4,17.9,FY2024-Q1
USR277292,PRF700687,Shared,55+,Male,Germany,North America,Houston,French,Japanese,Mobile,1.8,2016-08-04,2024-09-26,PayPal,2975,No,Yes,4,1,CNT754643,Better Call Saul,Series,Animation,Tamil,Netflix Original,2016,U/A 13+,2,18,2024-10-07,Monday,23,39,39,100.0,Completed,No,Always,Spanish,4.2,258,9,No,No,Yes,None,No,No,No,Smart TV,iOS,Dolby Vision,Stereo,7,14.56,1.18,Broadband,Yes,No,Bela Bajaria,Pankaj Tripathi,Intense,6.4,43,81,137,50,2.6,13.9,Binge Watcher,Medium,Dissatisfied,-54,25,21.3,3,88,5,Yes,0.28,No,0,1.92,0.8,43.2,0.92,-0.64,No,0,Partner Deal,CMP961639,Yes,NF8752,Temporary Pause,No,Not Applicable,1,40.3,FY2024-Q4
USR941289,PRF203050,Adult,18-24,Non-Binary,Brazil,Africa,Accra,Tamil,French,Basic,2.4,2021-06-24,2024-06-25,Net Banking,1097,Yes,No,1,1,CNT910707,Money Heist,Mini-Series,Sci-Fi,Portuguese,Co-Production,2022,U/A 7+,3,27,2024-06-29,Saturday,7,92,117,78.6,In Progress,Yes,Never,Japanese,3.8,346,88,Yes,No,Yes,None,Yes,Yes,Yes,Tablet,iOS,Dolby Vision,Stereo,6,17.12,3.28,Fiber,No,No,Alfonso Cuarón,Nawazuddin Siddiqui,Thought-Provoking,7.1,49,93,112,1,44.0,364.2,Binge Watcher,Medium,Very Satisfied,-94,19,4.1,39,169,13,Yes,0.7,Yes,0.94,1.06,0.35,144.0,1.58,-0.88,No,0,TV Ad,CMP225805,No,None,Found Alternative,No,Not Applicable,0,41.2,FY2024-Q2
USR173832,PRF699098,Adult,18-24,Non-Binary,Mexico,Europe,Madrid,German,English,Standard,6.01,2018-04-21,2024-08-27,Net Banking,2320,Yes,No,3,2,CNT256085,The Irishman,Reality Show,Romance,French,Co-Production,2017,U,1,1,2023-03-17,Friday,8,17,35,48.6,In Progress,Yes,Never,Portuguese,2.6,136,19,No,No,Yes,None,No,No,No,Tablet,iOS,Dolby Vision,Stereo,3,15.45,0.55,WiFi,No,No,Ryan Murphy,Lily Collins,Suspenseful,9.5,56,76,46,29,11.3,111.0,Binge Watcher,High,Dissatisfied,-86,20,39.9,42,24,23,No,0.72,No,0,0.22,0.54,198.33,1.05,-0.33,Yes,5.57,Social Media,CMP982042,Yes,NF1571,Too Expensive,No,Not Applicable,3,36.6,FY2023-Q1
USR662625,PRF256189,Kids,45-54,Female,South Korea,Asia Pacific,Seoul,Hindi,English,Premium,7.82,2022-05-30,2024-04-07,PayPal,678,No,Yes,4,4,CNT248468,Cobra Kai,Series,Romance,German,Licensed,2016,U,6,54,2023-07-14,Friday,4,11,29,37.9,In Progress,No,Never,English,1.1,124,89,Yes,Yes,Yes,None,Yes,No,Yes,Tablet,Web,Dolby Vision,Stereo,7,13.58,0.31,WiFi,Yes,No,Marta Kauffman,Pankaj Tripathi,Light-Hearted,9.5,55,91,100,5,119.1,830.0,New User,Medium,Dissatisfied,-14,25,33.5,48,174,25,No,2.06,No,0,1.93,0.02,211.14,0.64,1.42,Yes,3.77,Social Media,CMP817318,No,None,Not Applicable,Yes,2024-10-31,4,26.4,FY2023-Q3
USR825272,PRF139448,Adult,45-54,Female,USA,Asia Pacific,Seoul,German,Portuguese,Mobile,1.8,2018-01-26,2024-03-13,Credit Card,2238,No,Yes,2,1,CNT757658,Red Notice,Anime,Animation,Spanish,Licensed,2022,U/A 13+,2,20,2023-02-11,Saturday,4,45,45,100.0,Completed,No,Always,Italian,3.4,120,24,Yes,Yes,No,None,Yes,No,Yes,Laptop,Android,720p,Stereo,10,15.05,1.41,4G,No,No,David Fincher,Jenna Ortega,Feel Good,8.5,41,91,21,1,2.1,19.7,New User,High,Neutral,-47,13,10.4,40,195,29,Yes,0.26,No,0,1.38,0.21,82.8,1.18,-0.92,No,0,Social Media,CMP876383,Yes,NF3859,Temporary Pause,No,Not Applicable,0,44.4,FY2023-Q1
USR696289,PRF162549,Adult,35-44,Non-Binary,USA,Europe,Paris,Spanish,English,Basic,2.4,2023-02-02,2024-08-15,Net Banking,560,No,Yes,4,1,CNT580854,Ozark,Anime,Action,Hindi,Licensed,2020,U/A 7+,2,12,2023-08-31,Thursday,23,116,125,92.8,In Progress,No,Always,French,1.8,309,20,Yes,Yes,Yes,Recommendations Only,No,Yes,No,Tablet,webOS,480p,Dolby Atmos,3,23.23,5.61,3G,Yes,Yes,Bela Bajaria,Jason Bateman,Light-Hearted,9.0,44,90,150,32,9.1,47.4,Churned,Medium,Very Dissatisfied,-99,13,39.2,3,121,46,Yes,0.43,No,0,0.75,0.46,43.2,2.08,-1.65,No,0,App Store,CMP656921,Yes,NF1525,Not Applicable,Yes,2023-12-10,3,23.3,FY2023-Q3
USR157474,PRF639740,Adult,35-44,Non-Binary,Germany,Africa,Lagos,English,English,Premium,7.82,2017-06-11,2024-03-08,Net Banking,2462,No,Yes,3,4,CNT483349,Dark,Series,Drama,German,Licensed,2019,A,2,22,2024-04-15,Monday,18,11,169,6.5,Dropped,Yes,Sometimes,Japanese,4.9,89,82,Yes,Yes,Yes,Recommendations Only,Yes,Yes,No,Desktop,Tizen,720p,Surround 5.1,0,21.58,0.49,5G,No,No,Martin Scorsese,Millie Bobby Brown,Dark,7.1,48,85,48,24,94.4,706.4,Binge Watcher,High,Dissatisfied,24,16,21.3,8,121,45,No,0.75,No,0,1.06,0.3,422.28,1.17,-0.42,Yes,6.37,App Store,CMP751114,No,None,Not Applicable,Yes,2024-09-27,2,38.5,FY2024-Q2
USR418853,PRF694806,Kids,35-44,Female,UK,South Asia,Mumbai,French,Hindi,Premium,7.82,2017-01-02,2024-05-27,UPI,2702,Yes,Yes,2,4,CNT337798,Lupin,Series,Thriller,German,Licensed,2017,U/A 13+,7,49,2024-06-17,Monday,20,14,25,56.0,In Progress,No,Always,Spanish,2.7,180,36,No,Yes,Yes,None,No,Yes,Yes,Desktop,Web,720p,Stereo,0,7.64,0.22,WiFi,Yes,No,Marta Kauffman,Jenna Ortega,Funny,8.1,99,68,122,23,63.6,494.2,Binge Watcher,High,Satisfied,-48,17,28.4,43,82,22,Yes,0.73,Yes,4.26,1.04,0.34,336.26,1.36,-0.63,No,0,Google Search,CMP570211,No,None,Technical Issues,No,Not Applicable,4,46.8,FY2024-Q2
USR442220,PRF157706,Teen,13-17,Female,India,Middle East,Cairo,Tamil,Portuguese,Premium,7.82,2020-08-07,2024-03-15,Debit Card,1316,No,Yes,3,4,CNT919234,The Crown,Movie,Animation,Italian,Licensed,2020,U/A 7+,1,1,2024-10-24,Thursday,22,65,95,68.4,In Progress,Yes,Always,Italian,4.6,434,57,Yes,No,Yes,Recommendations Only,No,Yes,No,Tablet,Web,4K HDR,Surround 5.1,7,8.8,1.19,3G,No,Yes,Martin Scorsese,Phoebe Dynevor,Suspenseful,9.4,88,96,171,10,120.1,923.9,Binge Watcher,Very High,Very Dissatisfied,-78,6,29.3,29,190,26,No,0.82,No,0,1.8,0.14,320.62,0.79,0.03,Yes,3.74,Google Search,CMP271746,No,None,Too Expensive,Yes,2024-04-01,5,46.6,FY2024-Q4
USR785572,PRF798260,Adult,45-54,Non-Binary,South Korea,Latin America,Bogotá,Portuguese,Hindi,Basic,2.4,2018-05-27,2024-08-31,Net Banking,2288,No,Yes,1,1,CNT821255,You,Reality Show,Comedy,English,Co-Production,2021,U/A 7+,1,1,2024-10-16,Wednesday,8,27,126,21.4,In Progress,Yes,Always,French,3.2,252,8,No,No,No,Recommendations Only,No,Yes,No,Gaming Console,Android,1080p,Stereo,7,1.53,0.09,Broadband,Yes,Yes,Bela Bajaria,Louis Hofmann,Intense,8.2,88,68,52,12,125.0,495.1,Binge Watcher,Medium,Very Satisfied,-31,11,17.1,59,92,3,No,0.63,No,0,0.99,0.74,48.0,0.57,0.06,Yes,1.22,Google Search,CMP655338,No,None,Too Expensive,No,Not Applicable,5,45.0,FY2024-Q4
USR480180,PRF245766,Teen,13-17,Prefer Not to Say,South Korea,Middle East,Riyadh,Tamil,Portuguese,Basic,2.4,2021-02-05,2024-06-14,UPI,1225,No,Yes,3,1,CNT280572,Lupin,Anime,Comedy,Italian,Co-Production,2024,U/A 13+,3,36,2023-05-28,Sunday,0,38,55,69.1,In Progress,Yes,Never,Hindi,2.1,113,16,Yes,Yes,No,All,Yes,Yes,Yes,Tablet,iOS,480p,Stereo,3,19.98,1.58,3G,No,Yes,Alfonso Cuarón,Álvaro Morte,Feel Good,8.5,66,81,42,7,33.5,193.6,Re-Activated,Low,Dissatisfied,-70,29,10.5,5,78,42,Yes,0.49,Yes,2.38,1.83,0.12,33.6,2.81,-2.32,No,0,Email Campaign,CMP201191,No,None,Not Applicable,No,Not Applicable,0,44.2,FY2023-Q2
USR324682,PRF639231,Adult,18-24,Female,UK,Europe,Rome,Portuguese,English,Mobile,1.8,2016-08-19,2024-05-22,UPI,2833,No,Yes,3,1,CNT229620,Bridgerton,Documentary,Animation,Tamil,Licensed,2016,U,1,1,2023-04-12,Wednesday,18,21,23,91.3,In Progress,Yes,Sometimes,Japanese,1.9,360,36,Yes,Yes,No,Recommendations Only,Yes,No,No,Tablet,webOS,4K HDR,Stereo,3,23.05,1.01,Broadband,No,No,Scott Stuber,Lee Jung-jae,Dark,5.9,58,70,194,35,1.6,12.3,Power User,High,Satisfied,-97,21,19.9,7,102,28,Yes,0.48,No,0,0.73,0.59,61.2,2.18,-1.7,Yes,1.14,Social Media,CMP250331,No,None,Technical Issues,No,Not Applicable,3,19.5,FY2023-Q2
USR753506,PRF201013,Teen,13-17,Male,South Korea,Middle East,Dubai,Italian,Japanese,Standard,6.01,2017-03-26,2024-06-22,Net Banking,2645,Yes,No,1,2,CNT931239,Dark,Reality Show,Sci-Fi,French,Licensed,2024,U/A 7+,1,1,2024-08-30,Friday,8,50,122,41.0,In Progress,No,Never,German,2.9,251,64,No,No,Yes,All,No,Yes,No,Tablet,Windows,4K HDR,Surround 5.1,1,6.64,0.69,3G,Yes,Yes,David Fincher,Omar Sy,Thought-Provoking,7.7,65,91,131,18,23.0,123.4,Re-Activated,Medium,Dissatisfied,10,4,12.8,25,125,48,Yes,1.14,Yes,0.63,1.48,0.83,222.37,2.2,-1.06,Yes,2.92,Partner Deal,CMP807814,Yes,NF5960,Temporary Pause,No,Not Applicable,3,31.9,FY2024-Q3
USR441958,PRF139193,Adult,35-44,Prefer Not to Say,Mexico,South Asia,Dhaka,Portuguese,Portuguese,Mobile,1.8,2019-05-23,2024-05-14,Gift Card,1818,No,Yes,5,1,CNT541631,Mirzapur,Anime,Horror,Japanese,Licensed,2015,U,1,10,2023-02-16,Thursday,4,49,113,43.4,In Progress,No,Never,English,4.2,162,48,No,No,Yes,Recommendations Only,Yes,Yes,No,Tablet,Windows,720p,Dolby Atmos,5,10.59,1.08,5G,No,No,Alfonso Cuarón,Louis Hofmann,Dark,7.6,88,100,88,25,15.5,68.7,Churned,Medium,Neutral,-33,1,12.2,37,103,14,Yes,0.17,Yes,1.61,1.3,0.59,90.0,0.66,-0.49,No,0,TV Ad,CMP985194,Yes,NF1322,Temporary Pause,Yes,2023-12-12,4,5.0,FY2023-Q1
USR254920,PRF352050,Shared,45-54,Female,India,Asia Pacific,Sydney,French,Japanese,Premium,7.82,2017-05-09,2024-06-26,Net Banking,2605,Yes,No,5,4,CNT530189,Marriage Story,Stand-Up,Documentary,Italian,Licensed,2020,U,1,1,2023-07-24,Monday,13,37,122,30.3,In Progress,Yes,Sometimes,French,3.5,421,36,Yes,No,Yes,Recommendations Only,Yes,Yes,Yes,Mobile,Android,720p,Surround 5.1,2,14.63,1.13,3G,No,No,Scott Stuber,Henry Cavill,Feel Good,7.0,88,95,47,2,94.5,556.4,Casual Viewer,Medium,Neutral,-66,0,10.7,52,72,42,Yes,0.99,No,0,0.54,0.64,445.74,2.04,-1.05,No,0,TV Ad,CMP993933,Yes,NF6968,Technical Issues,Yes,2024-06-18,0,46.3,FY2023-Q3
USR366659,PRF718115,Teen,13-17,Male,USA,Latin America,São Paulo,German,Portuguese,Standard,6.01,2021-09-30,2024-06-01,UPI,975,Yes,No,3,2,CNT833602,Extraction,Series,Documentary,Spanish,Netflix Original,2018,U/A 13+,1,10,2024-05-27,Monday,3,153,153,100.0,Completed,No,Sometimes,Korean,4.8,493,35,Yes,No,No,None,No,No,Yes,Desktop,Android,480p,Dolby Atmos,5,8.57,2.73,Fiber,Yes,No,Jenji Kohan,Jason Bateman,Thought-Provoking,9.2,56,91,24,16,90.4,729.7,Re-Activated,High,Very Satisfied,36,27,9.8,29,100,0,No,1.25,No,0,1.61,0.74,198.33,1.05,0.2,Yes,1.88,Google Search,CMP415504,No,None,Technical Issues,No,Not Applicable,0,45.0,FY2024-Q2
USR361728,PRF641448,Adult,18-24,Female,Spain,Africa,Nairobi,Tamil,Korean,Premium,7.82,2022-01-30,2024-06-11,Net Banking,863,No,Yes,1,4,CNT931145,Lupin,Series,Sci-Fi,German,Licensed,2021,U/A 16+,7,56,2024-03-08,Friday,3,49,61,80.3,In Progress,No,Never,Spanish,2.0,133,22,No,No,Yes,All,No,No,Yes,Tablet,Roku,Dolby Vision,Stereo,0,19.17,1.96,WiFi,Yes,Yes,Ryan Murphy,Louis Hofmann,Light-Hearted,5.3,66,98,187,36,110.9,593.6,Binge Watcher,Medium,Very Satisfied,2,19,17.4,17,39,5,No,1.73,Yes,3.34,1.58,0.14,242.42,1.0,0.73,No,0,Word of Mouth,CMP694797,Yes,NF2815,Content Not Interesting,No,Not Applicable,0,1.2,FY2024-Q1
USR199907,PRF684056,Adult,55+,Male,Germany,Middle East,Istanbul,English,Spanish,Basic,2.4,2017-02-19,2024-05-16,Debit Card,2643,No,Yes,4,1,CNT593808,Mirzapur,Mini-Series,Documentary,Korean,Licensed,2024,A,2,24,2023-10-17,Tuesday,23,58,68,85.3,In Progress,Yes,Always,French,1.7,258,79,No,No,No,None,No,Yes,Yes,Gaming Console,Web,1080p,Stereo,5,14.78,1.79,Broadband,No,No,Reed Hastings,Jenna Ortega,Dark,8.6,41,78,68,16,93.0,856.7,Binge Watcher,Very High,Satisfied,-34,3,12.9,9,128,17,No,0.53,Yes,0.55,0.27,0.32,120.0,1.49,-0.96,Yes,2.0,App Store,CMP396668,No,None,Too Expensive,No,Not Applicable,2,29.6,FY2023-Q4
USR289340,PRF536646,Adult,25-34,Male,France,Africa,Cape Town,Korean,Japanese,Standard,6.01,2023-04-07,2024-09-08,Net Banking,520,Yes,No,1,2,CNT809790,Ozark,Mini-Series,Drama,Korean,Netflix Original,2017,U/A 13+,1,9,2023-09-24,Sunday,5,116,139,83.5,In Progress,Yes,Sometimes,Hindi,1.5,201,47,Yes,No,Yes,All,Yes,No,No,Tablet,webOS,Dolby Vision,Dolby Atmos,7,12.58,3.04,WiFi,No,Yes,Marta Kauffman,Louis Hofmann,Suspenseful,9.0,71,62,114,23,148.3,929.4,Re-Activated,Medium,Satisfied,-88,25,25.9,21,15,47,Yes,1.6,Yes,1.06,0.19,0.87,102.17,2.59,-0.99,No,0,Partner Deal,CMP731548,Yes,NF9618,Temporary Pause,Yes,2024-08-20,3,4.9,FY2023-Q3
